stem,root,hom,class,mode,voice,pos,modification
sTApayitavya,sTA,1,,fut,pass,,caus
sTApayizyat,sTA,1,,fut,para,,caus
sTApayizyamAna,sTA,1,,fut,atma,,
sTApayizyamAna,sTA,1,,fut,atma,,caus
sTApitavat,sTA,1,,past,active,,caus
sTApita,sTA,1,,past,pass,,caus
sTApyamAna,sTA,1,,pres,pass,,caus
sTApya,sTA,1,,fut,pass,,caus
sTAsyat,sTA,1,,fut,para,,
sTAsyamAna,sTA,1,,fut,atma,,
sTitavat,sTA,1,,past,active,,
sTita,sTA,1,,past,pass,,
sTIyamAna,sTA,1,,pres,pass,,
sTeya,sTA,1,,fut,pass,,
sTAtum,sTA#1,,,,,infinitive,
sTApayitum,sTA#1,,,,,infinitive,caus
sTApya,sTA#1,,,,,gerund,caus
sTAya,sTA#1,,,,,gerund,
sTApayitvA,sTA#1,,,,,gerund,caus
sTitvA,sTA#1,,,,,gerund,
sTagayitum,sTaga,,,,,infinitive,
sTagya,sTaga,,,,,gerund,
sTagayitvA,sTaga,,,,,gerund,
tastamBAna,stamB,,,perf,atma,,
tastamBvas,stamB,,,perf,para,,
stabDavat,stamB,,,past,active,,
stabDa,stamB,,,past,pass,,
staBnat,stamB,,9,pres,para,,
staBnAna,stamB,,9,pres,atma,,
staByamAna,stamB,,,pres,pass,,
stamBanIya,stamB,,,fut,pass,,
stamBanIya,stamB,,,fut,pass,,caus
stamBayat,stamB,,,pres,para,,caus
stamBayamAna,stamB,,,pres,atma,,caus
stamBayitavya,stamB,,,fut,pass,,caus
stamBayizyat,stamB,,,fut,para,,caus
stamBayizyamAna,stamB,,,fut,atma,,
stamBayizyamAna,stamB,,,fut,atma,,caus
stamBitavat,stamB,,,past,active,,caus
stamBitavya,stamB,,,fut,pass,,
stamBita,stamB,,,past,pass,,caus
stamBizyat,stamB,,,fut,para,,
stamBizyamAna,stamB,,,fut,atma,,
stamByamAna,stamB,,,pres,pass,,caus
stamBya,stamB,,,fut,pass,,
stamBya,stamB,,,fut,pass,,caus
staBya,stamB,,,,,gerund,
stamBayitum,stamB,,,,,infinitive,caus
stamBitum,stamB,,,,,infinitive,
stamBya,stamB,,,,,gerund,caus
stabDvA,stamB,,,,,gerund,
stamBayitvA,stamB,,,,,gerund,caus
stamBitvA,stamB,,,,,gerund,
tastanAna,stan,,,perf,atma,,
tastanvas,stan,,,perf,para,,
staMsyat,stan,,,fut,para,,
staMsyamAna,stan,,,fut,atma,,
stanat,stan,,1,pres,para,,
stananIya,stan,,,fut,pass,,
stanamAna,stan,,1,pres,atma,,
stanitavat,stan,,,past,active,,
stanita,stan,,,past,pass,,
stantavya,stan,,,fut,pass,,
stanyamAna,stan,,,pres,pass,,
stanya,stan,,,fut,pass,,
stanitum,stan,,,,,infinitive,
stanya,stan,,,,,gerund,
stanitvA,stan,,,,,gerund,
stenayitum,stena,,,,,infinitive,
stenya,stena,,,,,gerund,
stenayitvA,stena,,,,,gerund,
tastarARa,stF,1,,perf,atma,,
tastarvas,stF,1,,perf,para,,
staraRIya,stF,1,,fut,pass,,
staritavya,stF,1,,fut,pass,,
starizyat,stF,1,,fut,para,,
starizyamAna,stF,1,,fut,atma,,
starItavya,stF,1,,fut,pass,,
starIzyat,stF,1,,fut,para,,
starIzyamAna,stF,1,,fut,atma,,
starya,stF,1,,fut,pass,,
stIrRavat,stF,1,,past,active,,
stIrRa,stF,1,,past,pass,,
stIryamAna,stF,1,,pres,pass,,
stfRat,stF,1,9,pres,para,,
stfRAna,stF,1,9,pres,atma,,
stfRvat,stF,1,5,pres,para,,
stfRvAna,stF,1,5,pres,atma,,
stftavat,stF,1,,past,active,,
stfta,stF,1,,past,pass,,
staritum,stF,,,,,infinitive,
starItum,stF,,,,,infinitive,
stIrya,stF,,,,,gerund,
stfya,stF,,,,,gerund,
stIrtvA,stF,,,,,gerund,
stftvA,stF,,,,,gerund,
tuzwuvas,stu,1,,perf,para,,
tuzwvAna,stu,1,,perf,atma,,
stavanIya,stu,1,,fut,pass,,
stavitavya,stu,1,,fut,pass,,
stavizyat,stu,1,,fut,para,,
stavizyamAna,stu,1,,fut,atma,,
stAvanIya,stu,1,,fut,pass,,caus
stAvayat,stu,1,,pres,para,,caus
stAvayamAna,stu,1,,pres,atma,,caus
stAvayitavya,stu,1,,fut,pass,,caus
stAvayizyat,stu,1,,fut,para,,caus
stAvayizyamAna,stu,1,,fut,atma,,
stAvayizyamAna,stu,1,,fut,atma,,caus
stAvitavat,stu,1,,past,active,,caus
stAvita,stu,1,,past,pass,,caus
stAvyamAna,stu,1,,pres,pass,,caus
stAvya,stu,1,,fut,pass,,
stAvya,stu,1,,fut,pass,,caus
stutavat,stu,1,,past,active,,
stuta,stu,1,,past,pass,,
stutya,stu,1,,fut,pass,,
stuvat,stu,1,2,pres,para,,
stuvAna,stu,1,2,pres,atma,,
stUyamAna,stu,1,,pres,pass,,
stotavya,stu,1,,fut,pass,,
stozyat,stu,1,,fut,para,,
stozyamAna,stu,1,,fut,atma,,
tuzwUzitum,stu,,,,,infinitive,desid
tuzwUzya,stu,,,,,gerund,desid
stavitum,stu,,,,,infinitive,
stAvayitum,stu,,,,,infinitive,caus
stAvya,stu,,,,,gerund,caus
stutya,stu,,,,,gerund,
stotum,stu,,,,,infinitive,
tuzwUzitvA,stu,,,,,gerund,desid
stAvayitvA,stu,,,,,gerund,caus
stutvA,stu,,,,,gerund,
tuzwuBAna,stuB,1,,perf,atma,,
tuzwuBvas,stuB,1,,perf,para,,
stubDavat,stuB,1,,past,active,,
stubDa,stuB,1,,past,pass,,
stuByamAna,stuB,1,,pres,pass,,
stopsyat,stuB,1,,fut,para,,
stopsyamAna,stuB,1,,fut,atma,,
stobDavya,stuB,1,,fut,pass,,
stoBat,stuB,1,1,pres,para,,
stoBanIya,stuB,1,,fut,pass,,
stoBamAna,stuB,1,1,pres,atma,,
stoBya,stuB,1,,fut,pass,,
stuBya,stuB,,,,,gerund,
stoBitum,stuB,,,,,infinitive,
stubDvA,stuB,,,,,gerund,
stuBitvA,stuB,,,,,gerund,
stoBitvA,stuB,,,,,gerund,
styAtum,styA,,,,,infinitive,
styAya,styA,,,,,gerund,
styAtvA,styA,,,,,gerund,
savat,sU,2,1,pres,para,,
savanIya,su,3,,fut,pass,,
savanIya,sU,2,,fut,pass,,
savamAna,sU,2,1,pres,atma,,
savitavya,su,3,,fut,pass,,
savitavya,sU,2,,fut,pass,,
savizyat,su,3,,fut,para,,
savizyat,sU,2,,fut,para,,
savizyamAna,su,3,,fut,atma,,
savizyamAna,sU,2,,fut,atma,,
sutavat,su,3,,past,active,,
sutavat,sU,2,,past,active,,
suta,su,3,,past,pass,,
suta,sU,2,,past,pass,,
sunvat,su,3,5,pres,para,,
sunvAna,su,3,5,pres,atma,,
suvat,sU,2,6,pres,para,,
suvamAna,sU,2,6,pres,atma,,
suvAna,sU,2,2,pres,atma,,
suzuvas,su,3,,perf,para,,
suzUvas,sU,2,,perf,para,,
suzvARa,su,3,,perf,atma,,
suzvARa,sU,2,,perf,atma,,
sUtavat,sU,2,,past,active,,
sUta,sU,2,,past,pass,,
sUyamAna,sU,2,,pres,pass,,
sUyamAna,su,3,,pres,pass,,
sotavya,su,3,,fut,pass,,
sotavya,sU,2,,fut,pass,,
soya,su,3,,fut,pass,,
soya,sU,2,,fut,pass,,
sozyat,su,3,,fut,para,,
sozyat,sU,2,,fut,para,,
sozyamAna,su,3,,fut,atma,,
sozyamAna,sU,2,,fut,atma,,
Savitum,SU,,,,,infinitive,
SUya,SU,,,,,gerund,
SUtvA,SU,,,,,gerund,
savitum,sU#1,,,,,infinitive,
suya,sU#1,,,,,gerund,
sUya,sU#1,,,,,gerund,
sotum,sU#1,,,,,infinitive,
sutvA,sU#1,,,,,gerund,
sUtvA,sU#1,,,,,gerund,
savitum,su#2,,,,,infinitive,
sutya,su#2,,,,,gerund,
sotum,su#2,,,,,infinitive,
sutvA,su#2,,,,,gerund,
SubDavat,SuB,1,,past,active,,
SubDa,SuB,1,,past,pass,,
SuByamAna,SuB,1,,pres,pass,,
SuSuBAna,SuB,1,,perf,atma,,
SuSuBvas,SuB,1,,perf,para,,
Sopsyat,SuB,1,,fut,para,,
SopsyamAna,SuB,1,,fut,atma,,
SobDavya,SuB,1,,fut,pass,,
SoBat,SuB,1,1,pres,para,,
SoBanIya,SuB,1,,fut,pass,,
SoBanIya,SuB,1,,fut,pass,,caus
SoBamAna,SuB,1,1,pres,atma,,
SoBayat,SuB,1,,pres,para,,caus
SoBayamAna,SuB,1,,pres,atma,,caus
SoBayitavya,SuB,1,,fut,pass,,caus
SoBayizyat,SuB,1,,fut,para,,caus
SoBayizyamAna,SuB,1,,fut,atma,,
SoBayizyamAna,SuB,1,,fut,atma,,caus
SoBitavat,SuB,1,,past,active,,caus
SoBita,SuB,1,,past,pass,,caus
SoByamAna,SuB,1,,pres,pass,,caus
SoBya,SuB,1,,fut,pass,,
SoBya,SuB,1,,fut,pass,,caus
SuBya,SuB#1,,,,,gerund,
SoBayitum,SuB#1,,,,,infinitive,caus
SoBitum,SuB#1,,,,,infinitive,
SoBya,SuB#1,,,,,gerund,caus
SubDvA,SuB#1,,,,,gerund,
SoBayitvA,SuB#1,,,,,gerund,caus
suzUcAna,sUc,,,perf,atma,,
suzUcvas,sUc,,,perf,para,,
sUcayat,sUc,,10,pres,para,,
sUcayamAna,sUc,,10,pres,atma,,
sUcayitavya,sUc,,,fut,pass,,
sUcayizyat,sUc,,,fut,para,,
sUcayizyamAna,sUc,,,fut,atma,,
sUcitavat,sUc,,,past,active,,
sUcita,sUc,,,past,pass,,
sUcyamAna,sUc,,,pres,pass,,
sUcya,sUc,,,fut,pass,,
socanIya,sUc,,,fut,pass,,
sUcayitum,sUc,,,,,infinitive,
sUcya,sUc,,,,,gerund,
sUcayitvA,sUc,,,,,gerund,
Sucya,Suc#1,,,,,gerund,
Soktum,Suc#1,,,,,infinitive,
Socayitum,Suc#1,,,,,infinitive,caus
Socitum,Suc#1,,,,,infinitive,
Socya,Suc#1,,,,,gerund,caus
SuktvA,Suc#1,,,,,gerund,
SocayitvA,Suc#1,,,,,gerund,caus
SudDavat,SuD,,,past,active,,
SudDa,SuD,,,past,pass,,
SuDyat,SuD,,4,pres,para,,
SuDyamAna,SuD,,4,pres,atma,,
SuDyamAna,SuD,,,pres,pass,,
SuSuDAna,SuD,,,perf,atma,,
SuSuDvas,SuD,,,perf,para,,
Sotsyat,SuD,,,fut,para,,
SotsyamAna,SuD,,,fut,atma,,
SodDavya,SuD,,,fut,pass,,
SoDanIya,SuD,,,fut,pass,,
SoDanIya,SuD,,,fut,pass,,caus
SoDayat,SuD,,,pres,para,,caus
SoDayamAna,SuD,,,pres,atma,,caus
SoDayitavya,SuD,,,fut,pass,,caus
SoDayizyat,SuD,,,fut,para,,caus
SoDayizyamAna,SuD,,,fut,atma,,
SoDayizyamAna,SuD,,,fut,atma,,caus
SoDitavat,SuD,,,past,active,,caus
SoDita,SuD,,,past,pass,,caus
SoDyamAna,SuD,,,pres,pass,,caus
SoDya,SuD,,,fut,pass,,
SoDya,SuD,,,fut,pass,,caus
SuDya,SuD,,,,,gerund,
SodDum,SuD,,,,,infinitive,
SoDayitum,SuD,,,,,infinitive,caus
SoDya,SuD,,,,,gerund,caus
sUdayitum,sUd,,,,,infinitive,
sUdya,sUd,,,,,gerund,
SudDvA,SuD,,,,,gerund,
SoDayitvA,SuD,,,,,gerund,caus
sUdayitvA,sUd,,,,,gerund,
sudinAyitum,sudina,,,,,infinitive,
sudinya,sudina,,,,,gerund,
sudinAyitvA,sudina,,,,,gerund,
suKAyitum,suKa,,,,,infinitive,
suKya,suKa,,,,,gerund,
suKyitum,suKa,,,,,infinitive,
suKAyitvA,suKa,,,,,gerund,
suKyitvA,suKa,,,,,gerund,
sumanaya,sumanas,,,,,gerund,
sumanAyitum,sumanas,,,,,infinitive,
sumanAyitvA,sumanas,,,,,gerund,
SumBat,SumB,2,1,pres,para,,
SumBamAna,SumB,2,1,pres,atma,,
SumBitavat,SumB,2,,past,active,,
SumBita,SumB,2,,past,pass,,
SumByamAna,SumB,2,,pres,pass,,
SuSumBAna,SumB,2,,perf,atma,,
SuSumBvas,SumB,2,,perf,para,,
Sompsyat,SumB,2,,fut,para,,
SompsyamAna,SumB,2,,fut,atma,,
SombDavya,SumB,2,,fut,pass,,
SomBanIya,SumB,2,,fut,pass,,
SomBya,SumB,2,,fut,pass,,
SumBitum,SumB,,,,,infinitive,
SumBya,SumB,,,,,gerund,
SumBitvA,SumB,,,,,gerund,
surat,sur,,6,pres,para,,
suramAna,sur,,6,pres,atma,,
surtavat,sur,,,past,active,,
surta,sur,,,past,pass,,
suryamAna,sur,,,pres,pass,,
suzurARa,sur,,,perf,atma,,
suzurvas,sur,,,perf,para,,
soraRIya,sur,,,fut,pass,,
soritavya,sur,,,fut,pass,,
sorizyat,sur,,,fut,para,,
sorizyamAna,sur,,,fut,atma,,
sorya,sur,,,fut,pass,,
surya,sur,,,,,gerund,
soritum,sur,,,,,infinitive,
surtvA,sur,,,,,gerund,
Suzya,Suz,,,,,gerund,
Sozayitum,Suz,,,,,infinitive,caus
Sozwum,Suz,,,,,infinitive,
Sozya,Suz,,,,,gerund,caus
SozayitvA,Suz,,,,,gerund,caus
sasvadAna,svad,,,perf,atma,,
sasvadvas,svad,,,perf,para,,
svattavat,svad,,,past,active,,
svattavya,svad,,,fut,pass,,
svatta,svad,,,past,pass,,
svatsyat,svad,,,fut,para,,
svatsyamAna,svad,,,fut,atma,,
svadat,svad,,1,pres,para,,
svadanIya,svad,,,fut,pass,,
svadamAna,svad,,1,pres,atma,,
svadyamAna,svad,,,pres,pass,,
svadya,svad,,,fut,pass,,
svAdanIya,svad,,,fut,pass,,caus
svAdayat,svad,,,pres,para,,caus
svAdayamAna,svad,,,pres,atma,,caus
svAdayitavya,svad,,,fut,pass,,caus
svAdayizyat,svad,,,fut,para,,caus
svAdayizyamAna,svad,,,fut,atma,,
svAdayizyamAna,svad,,,fut,atma,,caus
svAditavat,svad,,,past,active,,caus
svAdita,svad,,,past,pass,,caus
svAdyamAna,svad,,,pres,pass,,caus
svAdya,svad,,,fut,pass,,caus
sAdayitum,svad,,,,,infinitive,caus
sAdya,svad,,,,,gerund,caus
svaditum,svad,,,,,infinitive,
svadya,svad,,,,,gerund,
svAdayitum,svad,,,,,infinitive,caus
svAdya,svad,,,,,gerund,caus
sAdayitvA,svad,,,,,gerund,caus
svaditvA,svad,,,,,gerund,
svAdayitvA,svad,,,,,gerund,caus
svalpaSilAyitum,svalpaSilA,,,,,infinitive,
svalpaSilya,svalpaSilA,,,,,gerund,
svalpaSilAyitvA,svalpaSilA,,,,,gerund,
sasvanAna,svan,1,,perf,atma,,
sasvanvas,svan,1,,perf,para,,
svanat,svan,1,1,pres,para,,
svananIya,svan,1,,fut,pass,,
svananIya,svan,1,,fut,pass,,caus
svanamAna,svan,1,1,pres,atma,,
svanayat,svan,1,,pres,para,,caus
svanayamAna,svan,1,,pres,atma,,caus
svanayitavya,svan,1,,fut,pass,,caus
svanayizyat,svan,1,,fut,para,,caus
svanayizyamAna,svan,1,,fut,atma,,
svanayizyamAna,svan,1,,fut,atma,,caus
svanitavat,svan,1,,past,active,,
svanitavat,svan,1,,past,active,,caus
svanitavya,svan,1,,fut,pass,,
svanita,svan,1,,past,pass,,
svanita,svan,1,,past,pass,,caus
svanizyat,svan,1,,fut,para,,
svanizyamAna,svan,1,,fut,atma,,
svanyamAna,svan,1,,pres,pass,,
svanyamAna,svan,1,,pres,pass,,caus
svanya,svan,1,,fut,pass,,
svanya,svan,1,,fut,pass,,caus
svanayitum,svan,,,,,infinitive,caus
svanitum,svan,,,,,infinitive,
svanya,svan,,,,,gerund,
svanayitvA,svan,,,,,gerund,caus
svanitvA,svan,,,,,gerund,
suptavat,svap,1,,past,active,,
supta,svap,1,,past,pass,,
supyamAna,svap,1,,pres,pass,,
suzupARa,svap,1,,perf,atma,,
suzupvas,svap,1,,perf,para,,
svapat,svap,1,2,pres,para,,
svapat,svap,1,1,pres,para,,
svapanIya,svap,1,,fut,pass,,
svapamAna,svap,1,1,pres,atma,,
svapAna,svap,1,2,pres,atma,,
svapitavya,svap,1,,fut,pass,,
svapizyat,svap,1,,fut,para,,
svapizyamAna,svap,1,,fut,atma,,
svaptavya,svap,1,,fut,pass,,
svapya,svap,1,,fut,pass,,
svapsyat,svap,1,,fut,para,,
svapsyamAna,svap,1,,fut,atma,,
supya,svap,,,,,gerund,
svapitum,svap,,,,,infinitive,
svaptum,svap,,,,,infinitive,
suptvA,svap,,,,,gerund,
sasvarARa,svar,2,,perf,atma,,
sasvarARa,svar,2,,perf,atma,,
sasvarvas,svar,2,,perf,para,,
sasvarvas,svar,2,,perf,para,,
svaraRIya,svar,2,,fut,pass,,
svaraRIya,svar,2,,fut,pass,,
svarat,svar,2,1,pres,para,,
svarat,svar,2,1,pres,para,,
svaramAna,svar,2,1,pres,atma,,
svaramAna,svar,2,1,pres,atma,,
svaritavat,svar,2,,past,active,,
svaritavya,svar,2,,fut,pass,,
svaritavya,svar,2,,fut,pass,,
svarita,svar,2,,past,pass,,
svarizyat,svar,2,,fut,para,,
svarizyat,svar,2,,fut,para,,
svarizyamAna,svar,2,,fut,atma,,
svarizyamAna,svar,2,,fut,atma,,
svartavat,svar,2,,past,active,,
svarta,svar,2,,past,pass,,
svaryamAna,svar,2,,pres,pass,,
svaryamAna,svar,2,,pres,pass,,
svarya,svar,2,,fut,pass,,
svarya,svar,2,,fut,pass,,
svaritum,svar#1,,,,,infinitive,
svarya,svar#1,,,,,gerund,
svaritvA,svar#1,,,,,gerund,
svaritum,svar#2,,,,,infinitive,
svarya,svar#2,,,,,gerund,
svartvA,svar#2,,,,,gerund,
SaSvasAna,Svas,1,,perf,atma,,
SaSvasvas,Svas,1,,perf,para,,
SvaHsyat,Svas,1,,fut,para,,
SvaHsyamAna,Svas,1,,fut,atma,,
Svasat,Svas,1,2,pres,para,,
SvasanIya,Svas,1,,fut,pass,,
SvasAna,Svas,1,2,pres,atma,,
Svasitavat,Svas,1,,past,active,,
Svasita,Svas,1,,past,pass,,
Svastavya,Svas,1,,fut,pass,,
SvasyamAna,Svas,1,,pres,pass,,
Svasya,Svas,1,,fut,pass,,
Svasitum,Svas#1,,,,,infinitive,
Svasya,Svas#1,,,,,gerund,
SvasitvA,Svas#1,,,,,gerund,
sasvajAna,svaYj,,,perf,atma,,
sasvajvas,svaYj,,,perf,para,,
svaktavat,svaYj,,,past,active,,
svakta,svaYj,,,past,pass,,
svaNktavya,svaYj,,,fut,pass,,
svaNkzyat,svaYj,,,fut,para,,
svaNkzyamAna,svaYj,,,fut,atma,,
svajat,svaYj,,1,pres,para,,
svajamAna,svaYj,,1,pres,atma,,
svajyamAna,svaYj,,,pres,pass,,
svaYjanIya,svaYj,,,fut,pass,,
svaYjanIya,svaYj,,,fut,pass,,caus
svaYjayat,svaYj,,,pres,para,,caus
svaYjayamAna,svaYj,,,pres,atma,,caus
svaYjayitavya,svaYj,,,fut,pass,,caus
svaYjayizyat,svaYj,,,fut,para,,caus
svaYjayizyamAna,svaYj,,,fut,atma,,
svaYjayizyamAna,svaYj,,,fut,atma,,caus
svaYjitavat,svaYj,,,past,active,,caus
svaYjita,svaYj,,,past,pass,,caus
svaYjyamAna,svaYj,,,pres,pass,,caus
svaYjya,svaYj,,,fut,pass,,
svaYjya,svaYj,,,fut,pass,,caus
svaktum,svaYj,,,,,infinitive,
svajya,svaYj,,,,,gerund,
svaYjayitum,svaYj,,,,,infinitive,caus
svaYjya,svaYj,,,,,gerund,caus
svaYjayitvA,svaYj,,,,,gerund,caus
svaYjitvA,svaYj,,,,,gerund,
sizvidAna,svid,2,,perf,atma,,
sizvidvas,svid,2,,perf,para,,
svidyat,svid,2,4,pres,para,,
svidyamAna,svid,2,4,pres,atma,,
svidyamAna,svid,2,,pres,pass,,
svinnavat,svid,2,,past,active,,
svinna,svid,2,,past,pass,,
svettavya,svid,2,,fut,pass,,
svetsyat,svid,2,,fut,para,,
svetsyamAna,svid,2,,fut,atma,,
svedat,svid,2,1,pres,para,,
svedanIya,svid,2,,fut,pass,,
svedanIya,svid,2,,fut,pass,,caus
svedamAna,svid,2,1,pres,atma,,
svedayat,svid,2,,pres,para,,caus
svedayamAna,svid,2,,pres,atma,,caus
svedayitavya,svid,2,,fut,pass,,caus
svedayizyat,svid,2,,fut,para,,caus
svedayizyamAna,svid,2,,fut,atma,,
svedayizyamAna,svid,2,,fut,atma,,caus
sveditavat,svid,2,,past,active,,caus
svedita,svid,2,,past,pass,,caus
svedyamAna,svid,2,,pres,pass,,caus
svedya,svid,2,,fut,pass,,
svedya,svid,2,,fut,pass,,caus
svidya,svid#2,,,,,gerund,
svettum,svid#2,,,,,infinitive,
svedayitum,svid#2,,,,,infinitive,caus
svedya,svid#2,,,,,gerund,caus
svittvA,svid#2,,,,,gerund,
svedayitvA,svid#2,,,,,gerund,caus
SiSvitAna,Svit,1,,perf,atma,,
SiSvitvas,Svit,1,,perf,para,,
Svittavat,Svit,1,,past,active,,
Svitta,Svit,1,,past,pass,,
SvityamAna,Svit,1,,pres,pass,,
Svetat,Svit,1,1,pres,para,,
SvetanIya,Svit,1,,fut,pass,,
SvetamAna,Svit,1,1,pres,atma,,
Svettavya,Svit,1,,fut,pass,,
Svetya,Svit,1,,fut,pass,,
Svetsyat,Svit,1,,fut,para,,
SvetsyamAna,Svit,1,,fut,atma,,
Svitya,Svit,,,,,gerund,
Svetitum,Svit,,,,,infinitive,
SvittvA,Svit,,,,,gerund,
SIya,SyA,,,,,gerund,
SyAtum,SyA,,,,,infinitive,
SItvA,SyA,,,,,gerund,
SyAmAyitum,SyAma,,,,,infinitive,
SyAmya,SyAma,,,,,gerund,
SyAmAyitvA,SyAma,,,,,gerund,
sizyandAna,syand,,,perf,atma,,
sizyandvas,syand,,,perf,para,,
syanttavya,syand,,,fut,pass,,
syantsyat,syand,,,fut,para,,
syantsyamAna,syand,,,fut,atma,,
syandat,syand,,1,pres,para,,
syandanIya,syand,,,fut,pass,,
syandamAna,syand,,1,pres,atma,,
syanditavat,syand,,,past,active,,
syandita,syand,,,past,pass,,
syandyamAna,syand,,,pres,pass,,
syandya,syand,,,fut,pass,,
syadya,syand,,,,,gerund,
syanttum,syand,,,,,infinitive,
syanditum,syand,,,,,infinitive,
syandya,syand,,,,,gerund,
syattvA,syand,,,,,gerund,
syanttvA,syand,,,,,gerund,
Syenayitum,Syena,,,,,infinitive,
SyenAyitum,Syena,,,,,infinitive,
Syenya,Syena,,,,,gerund,
SyenayitvA,Syena,,,,,gerund,
SyenAyitvA,Syena,,,,,gerund,
takat,tak,,2,pres,para,,
takanIya,tak,,,fut,pass,,
takAna,tak,,2,pres,atma,,
takitavya,tak,,,fut,pass,,
takizyat,tak,,,fut,para,,
takizyamAna,tak,,,fut,atma,,
taktavat,tak,,,past,active,,
takta,tak,,,past,pass,,
takyamAna,tak,,,pres,pass,,
takya,tak,,,fut,pass,,
taNkat,tak,,7,pres,para,,
taNkAna,tak,,7,pres,atma,,
tekAna,tak,,,perf,atma,,
tekivas,tak,,,perf,para,,
takitum,tak,,,,,infinitive,
takya,tak,,,,,gerund,
taktvA,tak,,,,,gerund,
takzaRIya,takz,1,,fut,pass,,
takzat,takz,1,1,pres,para,,
takzamAna,takz,1,1,pres,atma,,
takzyat,takz,1,,fut,para,,
takzyamAna,takz,1,,fut,atma,,
takzyamAna,takz,1,,pres,pass,,
takzya,takz,1,,fut,pass,,
tazwavat,takz,1,,past,active,,
tazwavya,takz,1,,fut,pass,,
tazwa,takz,1,,past,pass,,
tezkARa,takz,1,,perf,atma,,
tezkivas,takz,1,,perf,para,,
takzitum,takz,,,,,infinitive,
takzya,takz,,,,,gerund,
takzitvA,takz,,,,,gerund,
tazwvA,takz,,,,,gerund,
taMsyat,tam,,,fut,para,,
taMsyamAna,tam,,,fut,atma,,
tantavya,tam,,,fut,pass,,
tamanIya,tam,,,fut,pass,,
tamitavat,tam,,,past,active,,
tamita,tam,,,past,pass,,
tamyamAna,tam,,,pres,pass,,
tamya,tam,,,fut,pass,,
tAmyat,tam,,4,pres,para,,
tAmyamAna,tam,,4,pres,atma,,
temAna,tam,,,perf,atma,,
temivas,tam,,,perf,para,,
tamitum,tam,,,,,infinitive,
tamya,tam,,,,,gerund,
tantvA,tam,,,,,gerund,
tamitvA,tam,,,,,gerund,
tatavat,tan,3,,past,active,,
tata,tan,3,,past,pass,,
tananIya,tan,3,,fut,pass,,
tananIya,tan,2,,fut,pass,,
tanitavya,tan,3,,fut,pass,,
tanitavya,tan,2,,fut,pass,,
tanizyat,tan,3,,fut,para,,
tanizyat,tan,2,,fut,para,,
tanizyamAna,tan,3,,fut,atma,,
tanizyamAna,tan,2,,fut,atma,,
tanuvat,tan,3,5,pres,para,,
tantavat,tan,2,,past,active,,
tanta,tan,2,,past,pass,,
tanyat,tan,2,4,pres,para,,
tanyamAna,tan,3,,pres,pass,,
tanyamAna,tan,2,4,pres,atma,,
tanyamAna,tan,2,,pres,pass,,
tanya,tan,3,,fut,pass,,
tanya,tan,2,,fut,pass,,
tanvAna,tan,3,5,pres,atma,,
tenAna,tan,3,,perf,atma,,
tenAna,tan,2,,perf,atma,,
tenivas,tan,3,,perf,para,,
tenivas,tan,2,,perf,para,,
tatya,tan#1,,,,,gerund,
tanitum,tan#1,,,,,infinitive,
tanya,tan#1,,,,,gerund,
tatvA,tan#1,,,,,gerund,
tanitvA,tan#1,,,,,gerund,
tanitum,tan#2,,,,,infinitive,
tanya,tan#2,,,,,gerund,
tantvA,tan#2,,,,,gerund,
tandrayitum,tandr,,,,,infinitive,
tandrya,tandr,,,,,gerund,
tandrayitvA,tandr,,,,,gerund,
tantrayitum,tantra,,,,,infinitive,
tantrya,tantra,,,,,gerund,
tantrayitvA,tantra,,,,,gerund,
tapat,tap,2,1,pres,para,,
tapanIya,tap,2,,fut,pass,,
tapamAna,tap,2,1,pres,atma,,
tapitavat,tap,2,,past,active,,
tapitavya,tap,2,,fut,pass,,
tapita,tap,2,,past,pass,,
tapizyat,tap,2,,fut,para,,
tapizyamAna,tap,2,,fut,atma,,
taptavat,tap,2,,past,active,,
taptavya,tap,2,,fut,pass,,
tapta,tap,2,,past,pass,,
tapyat,tap,2,4,pres,para,,
tapyamAna,tap,2,4,pres,atma,,
tapyamAna,tap,2,,pres,pass,,
tapya,tap,2,,fut,pass,,
tapsyat,tap,2,,fut,para,,
tapsyamAna,tap,2,,fut,atma,,
tAtapyamAna,tap,2,,pres,atma,,intens
tApanIya,tap,2,,fut,pass,,caus
tApayat,tap,2,,pres,para,,caus
tApayamAna,tap,2,,pres,atma,,caus
tApayitavya,tap,2,,fut,pass,,caus
tApayizyat,tap,2,,fut,para,,caus
tApayizyamAna,tap,2,,fut,atma,,
tApayizyamAna,tap,2,,fut,atma,,caus
tApitavat,tap,2,,past,active,,caus
tApita,tap,2,,past,pass,,caus
tApyamAna,tap,2,,pres,pass,,caus
tApya,tap,2,,fut,pass,,caus
tepAna,tap,2,,perf,atma,,
tepivas,tap,2,,perf,para,,
tapitum,tap,,,,,infinitive,
taptum,tap,,,,,infinitive,
tapya,tap,,,,,gerund,
tApayitum,tap,,,,,infinitive,caus
tApya,tap,,,,,gerund,caus
tapitvA,tap,,,,,gerund,
taptvA,tap,,,,,gerund,
tApayitvA,tap,,,,,gerund,caus
tapaya,tapas,,,,,gerund,
tapasyitum,tapas,,,,,infinitive,
tapasyitvA,tapas,,,,,gerund,
tAqayitum,taq,,,,,infinitive,caus
tAqya,taq,,,,,gerund,caus
tAqayitvA,taq,,,,,gerund,caus
