verb,infinitve of purpose,past participle,active past participle,past passive participle,potential passive participle,root,stems,mode,voice,pos,modification
,,,,,,nud,nuttvA,,,gerund,
,,,,,,nud,nodayitvA,,,gerund,caus
to drink,,,drank,,,pA,pItavat,past,active,,
to drink,,,,drunk,,pA,pIta,past,pass,,
to drink,for drinking /to drink,,,,,pA#1,pAtum,,,infinitive,
to drink,,,,,should/would be drink,pA#1,pAtavya,,pass,potential,
to drink,,drinking,,,,pA#1,pItvA,,,gerund,
,,,,,,pA#2,pAtum,,,infinitive,
,,,,,,pA#2,pAlayitum,,,infinitive,caus
,,,,,,pA#2,pAlya,,,gerund,caus
,,,,,,pA#2,pipAsitum,,,infinitive,desid
,,,,,,pA#2,pipAsya,,,gerund,desid
,,,,,,pA#2,pIya,,,gerund,
,,,,,,pA#2,pAlayitvA,,,gerund,caus
,,,,,,pA#2,pipAsitvA,,,gerund,desid
,,,,,,pA#2,pItvA,,,gerund,
,,,,,,pac,paktavya,fut,pass,,
,,,,,,pac,pakvavat,past,active,,
,,,,,,pac,pakva,past,pass,,
,,,,,,pac,pakzyat,fut,para,,
,,,,,,pac,pakzyamAna,fut,atma,,
,,,,,,pac,pacat,pres,para,,
,,,,,,pac,pacanIya,fut,pass,,
,,,,,,pac,pacamAna,pres,atma,,
,,,,,,pac,pacyat,pres,para,,
,,,,,,pac,pacyamAna,pres,atma,,
,,,,,,pac,pacyamAna,pres,pass,,
,,,,,,pac,pacya,fut,pass,,
,,,,,,pac,pipakzaRIya,fut,pass,,desid
,,,,,,pac,pipakzat,pres,para,,desid
,,,,,,pac,pipakzitavat,past,active,,desid
,,,,,,pac,pipakzita,past,pass,,desid
,,,,,,pac,pipipakzvas,perf,para,,desid
,,,,,,pac,pecAna,perf,atma,,
,,,,,,pac,pecivas,perf,para,,
,,,,,,pac,paktum,,,infinitive,
,,,,,,pac,pakya,,,gerund,
,,,,,,pac,pAcayitum,,,infinitive,caus
,,,,,,pac,pAcya,,,gerund,caus
,,,,,,pac,pipakzitum,,,infinitive,desid
,,,,,,pac,pipakzya,,,gerund,desid
,,,,,,pac,paktvA,,,gerund,
,,,,,,pac,pAcayitvA,,,gerund,caus
,,,,,,pac,pipakzitvA,,,gerund,desid
,,,,,,pad#1,pattum,,,infinitive,
,,,,,,pad#1,padya,,,gerund,
,,,,,,pad#1,pAdayitum,,,infinitive,caus
,,,,,,pad#1,pAdya,,,gerund,caus
,,,,,,pad#1,pattvA,,,gerund,
,,,,,,pad#1,pAdayitvA,,,gerund,caus
,,,,,,Pal,paPalAna,perf,atma,,
,,,,,,Pal,paPalvas,perf,para,,
,,,,,,Pal,Palat,pres,para,,
,,,,,,Pal,PalanIya,fut,pass,,
,,,,,,Pal,PalamAna,pres,atma,,
,,,,,,Pal,Palitavat,past,active,,
,,,,,,Pal,Palitavya,fut,pass,,
,,,,,,Pal,Palita,past,pass,,
,,,,,,Pal,Palizyat,fut,para,,
,,,,,,Pal,PalizyamAna,fut,atma,,
,,,,,,Pal,PalyamAna,pres,pass,,
,,,,,,Pal,Palya,fut,pass,,
,,,,,,Pal,Palitum,,,infinitive,
,,,,,,Pal,Palya,,,gerund,
,,,,,,Pal,PalitvA,,,gerund,
,,,,,,palAy,palAyitum,,,infinitive,
,,,,,,palAy,palAyya,,,gerund,
,,,,,,palAy,palAyitvA,,,gerund,
,,,,,,paR,paRat,pres,para,,
,,,,,,paR,paRanIya,fut,pass,,
,,,,,,paR,paRanIya,fut,pass,,caus
,,,,,,paR,paRamAna,pres,atma,,
,,,,,,paR,paRayat,pres,para,,caus
,,,,,,paR,paRayamAna,pres,atma,,caus
,,,,,,paR,paRayitavya,fut,pass,,caus
,,,,,,paR,paRayizyat,fut,para,,caus
,,,,,,paR,paRayizyamAna,fut,atma,,
,,,,,,paR,paRayizyamAna,fut,atma,,caus
,,,,,,paR,paRitavat,past,active,,
,,,,,,paR,paRitavat,past,active,,caus
,,,,,,paR,paRita,past,pass,,
,,,,,,paR,paRita,past,pass,,caus
,,,,,,paR,paRtavya,fut,pass,,
,,,,,,paR,paRyamAna,pres,pass,,
,,,,,,paR,paRyamAna,pres,pass,,caus
,,,,,,paR,paRya,fut,pass,,
,,,,,,paR,paRya,fut,pass,,caus
,,,,,,paR,paRsyat,fut,para,,
,,,,,,paR,paRsyamAna,fut,atma,,
,,,,,,paR,peRAna,perf,atma,,
,,,,,,paR,peRivas,perf,para,,
,,,,,,paR,paRayitum,,,infinitive,caus
,,,,,,paR,paRitum,,,infinitive,
,,,,,,paR,paRya,,,gerund,
,,,,,,paR,paRayitvA,,,gerund,caus
,,,,,,paR,paRitvA,,,gerund,
,,,,,,pASa,pASayitum,,,infinitive,
,,,,,,pASa,pASya,,,gerund,
,,,,,,pASa,pASayitvA,,,gerund,
,,,,,,pat,patat,pres,para,,
,,,,,,pat,patanIya,fut,pass,,
,,,,,,pat,patanIya,fut,pass,,
,,,,,,pat,patamAna,pres,atma,,
,,,,,,pat,patitavat,past,active,,
,,,,,,pat,patita,past,pass,,
,,,,,,pat,pattavat,past,active,,
,,,,,,pat,pattavya,fut,pass,,
,,,,,,pat,pattavya,fut,pass,,
,,,,,,pat,patta,past,pass,,
,,,,,,paT,patTavat,past,active,,
,,,,,,paT,patTavya,fut,pass,,
,,,,,,paT,patTa,past,pass,,
,,,,,,pat,patyat,pres,para,,
,,,,,,pat,patyamAna,pres,pass,,
,,,,,,pat,patyamAna,pres,atma,,
,,,,,,pat,patyamAna,pres,pass,,
,,,,,,pat,patya,fut,pass,,
,,,,,,pat,patya,fut,pass,,
,,,,,,pat,patsyat,fut,para,,
,,,,,,pat,patsyat,fut,para,,
,,,,,,paT,patsyat,fut,para,,
,,,,,,pat,patsyamAna,fut,atma,,
,,,,,,pat,patsyamAna,fut,atma,,
,,,,,,paT,patsyamAna,fut,atma,,
,,,,,,paT,paTat,pres,para,,
,,,,,,paT,paTanIya,fut,pass,,
,,,,,,paT,paTamAna,pres,atma,,
,,,,,,paT,paTyamAna,pres,pass,,
,,,,,,paT,paTya,fut,pass,,
,,,,,,pat,pAtanIya,fut,pass,,caus
,,,,,,pat,pAtayat,pres,para,,caus
,,,,,,pat,pAtayamAna,pres,atma,,caus
,,,,,,pat,pAtayitavya,fut,pass,,caus
,,,,,,pat,pAtayizyat,fut,para,,caus
,,,,,,pat,pAtayizyamAna,fut,atma,,
,,,,,,pat,pAtayizyamAna,fut,atma,,caus
,,,,,,pat,pAtitavat,past,active,,caus
,,,,,,pat,pAtita,past,pass,,caus
,,,,,,pat,pAtyamAna,pres,pass,,caus
,,,,,,pat,pAtya,fut,pass,,caus
,,,,,,paT,pATanIya,fut,pass,,caus
,,,,,,paT,pATayat,pres,para,,caus
,,,,,,paT,pATayamAna,pres,atma,,caus
,,,,,,paT,pATayitavya,fut,pass,,caus
,,,,,,paT,pATayizyat,fut,para,,caus
,,,,,,paT,pATayizyamAna,fut,atma,,
,,,,,,paT,pATayizyamAna,fut,atma,,caus
,,,,,,paT,pATitavat,past,active,,caus
,,,,,,paT,pATita,past,pass,,caus
,,,,,,paT,pATyamAna,pres,pass,,caus
,,,,,,paT,pATya,fut,pass,,caus
,,,,,,pat,petAna,perf,atma,,
,,,,,,pat,petAna,perf,atma,,
,,,,,,pat,petivas,perf,para,,
,,,,,,pat,petivas,perf,para,,
,,,,,,paT,peTAna,perf,atma,,
,,,,,,paT,peTivas,perf,para,,
,,,,,,paT,paTitum,,,infinitive,
,,,,,,paT,paTya,,,gerund,
,,,,,,paT,pATayitum,,,infinitive,caus
,,,,,,paT,pATya,,,gerund,caus
,,,,,,paT,patTvA,,,gerund,
,,,,,,paT,pATayitvA,,,gerund,caus
,,,,,,pat#1,patitum,,,infinitive,
,,,,,,pat#1,patya,,,gerund,
,,,,,,pat#1,pAtayitum,,,infinitive,caus
,,,,,,pat#1,pAtya,,,gerund,caus
,,,,,,pat#1,pipatizitum,,,infinitive,desid
,,,,,,pat#1,pipatizya,,,gerund,desid
,,,,,,pat#1,patitvA,,,gerund,
,,,,,,pat#1,pAtayitvA,,,gerund,caus
,,,,,,pat#1,pipatizitvA,,,gerund,desid
,,,,,,pat#2,patya,,,gerund,
,,,,,,pat#2,pattvA,,,gerund,
,,,,,,pavitra,pavitrayitum,,,infinitive,
,,,,,,pavitra,pavitrya,,,gerund,
,,,,,,pavitra,pavitrayitvA,,,gerund,
to learn,,,learnt,,,paW,paWitavat,past,active,,
to learn,,,,,should/would be learnt,paW,paWitavya,,pass,potential,
to learn,,,,learnt,,paW,paWita,past,pass,,
to learn,for learning/ to learn,,,,,paW,paWitum,,,infinitive,
to learn,,learning,,,,paW,paWitvA,,,gerund,
to study,,,studied,,,paW,paWitavat,past,active,,
to study,,,,,should / would be studying,paW,paWitavya,,pass,potential,
to study,,,,studied,,paW,paWita,past,pass,,
to study,for studying / to study,,,,,paW,paWitum,,,infinitive,
to study,,studying,,,,paW,paWitvA,,,gerund,
to read,,,read,,,paW,paWitavat,past,active,,
to read,,,,,should/ would be read,paW,paWitavya,,pass,potential,
to read,,,,read,,paW,paWita,past,pass,,
to read,for reading / to read,,,,,paW,paWitum,,,infinitive,
to read,,reading,,,,paW,paWitvA,,,gerund,
to recite,,,recited,,,paW,paWitavat,past,active,,
to recite,,,,,should / would be recited,paW,paWitavya,,pass,potential,
to recite,,,,recited,,paW,paWita,past,pass,,
to recite,for reciting / to recite,,,,,paW,paWitum,,,infinitive,
to recite,,reciting,,,,paW,paWitvA,,,gerund,
,,,,,,pawapawA,pawapawAyitum,,,infinitive,
,,,,,,pawapawA,pawapawya,,,gerund,
,,,,,,pawapawA,pawapawAyitvA,,,gerund,
,,,,,,payas,payaya,,,gerund,
,,,,,,payas,payasyitum,,,infinitive,
,,,,,,payas,payAyitum,,,infinitive,
,,,,,,payas,payasyitvA,,,gerund,
,,,,,,payas,payAyitvA,,,gerund,
,,,,,,Pena,PenAyitum,,,infinitive,
,,,,,,Pena,Penya,,,gerund,
,,,,,,Pena,PenAyitvA,,,gerund,
,,,,,,pF,paparARa,perf,atma,,
,,,,,,pF,paparvas,perf,para,,
,,,,,,pf,papfvas,perf,para,,
,,,,,,pf,paprARa,perf,atma,,
,,,,,,pf,paraRIya,fut,pass,,
,,,,,,pF,paraRIya,fut,pass,,
,,,,,,pF,paritavya,fut,pass,,
,,,,,,pf,parizyat,fut,para,,
,,,,,,pF,parizyat,fut,para,,
,,,,,,pf,parizyamAna,fut,atma,,
,,,,,,pF,parizyamAna,fut,atma,,
,,,,,,pF,parItavya,fut,pass,,
,,,,,,pF,parIzyat,fut,para,,
,,,,,,pF,parIzyamAna,fut,atma,,
,,,,,,pf,partavya,fut,pass,,
,,,,,,pf,pAraRIya,fut,pass,,caus
,,,,,,pF,pAraRIya,fut,pass,,caus
,,,,,,pf,pArayat,pres,para,,caus
,,,,,,pF,pArayat,pres,para,,caus
,,,,,,pf,pArayamAna,pres,atma,,caus
,,,,,,pF,pArayamAna,pres,atma,,caus
,,,,,,pf,pArayitavya,fut,pass,,caus
,,,,,,pF,pArayitavya,fut,pass,,caus
,,,,,,pf,pArayizyat,fut,para,,caus
,,,,,,pF,pArayizyat,fut,para,,caus
,,,,,,pf,pArayizyamAna,fut,atma,,
,,,,,,pf,pArayizyamAna,fut,atma,,caus
,,,,,,pF,pArayizyamAna,fut,atma,,
,,,,,,pF,pArayizyamAna,fut,atma,,caus
,,,,,,pf,pAritavat,past,active,,caus
,,,,,,pF,pAritavat,past,active,,caus
,,,,,,pf,pArita,past,pass,,caus
,,,,,,pF,pArita,past,pass,,caus
,,,,,,pf,pAryamAna,pres,pass,,caus
,,,,,,pF,pAryamAna,pres,pass,,caus
,,,,,,pf,pArya,fut,pass,,
,,,,,,pf,pArya,fut,pass,,caus
,,,,,,pF,pArya,fut,pass,,
,,,,,,pF,pArya,fut,pass,,caus
,,,,,,pf,piprat,pres,para,,
,,,,,,pF,piprat,pres,para,,
,,,,,,pf,piprARa,pres,atma,,
,,,,,,pF,piprARa,pres,atma,,
,,,,,,pF,pUraRIya,fut,pass,,caus
,,,,,,pF,pUrayat,pres,para,,caus
,,,,,,pF,pUrayamAna,pres,atma,,caus
,,,,,,pF,pUrayitavya,fut,pass,,caus
,,,,,,pF,pUrayizyat,fut,para,,caus
,,,,,,pF,pUrayizyamAna,fut,atma,,
,,,,,,pF,pUrayizyamAna,fut,atma,,caus
,,,,,,pF,pUritavat,past,active,,caus
,,,,,,pF,pUrita,past,pass,,caus
,,,,,,pF,pUrRavat,past,active,,
,,,,,,pF,pUrRa,past,pass,,
,,,,,,pF,pUrtavat,past,active,,
,,,,,,pF,pUrta,past,pass,,
,,,,,,pF,pUryamAna,pres,pass,,
,,,,,,pF,pUryamAna,pres,pass,,caus
,,,,,,pF,pUrya,fut,pass,,caus
,,,,,,pF,pfRat,pres,para,,
,,,,,,pF,pfRat,pres,para,,
,,,,,,pF,pfRamAna,pres,atma,,
,,,,,,pF,pfRAna,pres,atma,,
,,,,,,pf,pritavat,past,active,,
,,,,,,pf,prita,past,pass,,
,,,,,,pf,priyamAna,pres,pass,,
,,,,,,pF,pArayitum,,,infinitive,caus
,,,,,,pF,pArayya,,,gerund,caus
,,,,,,pF,pupUrzitum,,,infinitive,desid
,,,,,,pF,pupUrzya,,,gerund,desid
,,,,,,pF,pUrayitum,,,infinitive,caus
,,,,,,pF,pUrayya,,,gerund,caus
,,,,,,pF,pUritum,,,infinitive,
,,,,,,pF,pUrya,,,gerund,
,,,,,,pF,pArayitvA,,,gerund,caus
,,,,,,pF,pupUrzitvA,,,gerund,desid
,,,,,,pF,pUrayitvA,,,gerund,caus
,,,,,,pF,pUrtvA,,,gerund,
,,,,,,pf#1,partum,,,infinitive,
,,,,,,pf#1,pArayitum,,,infinitive,caus
,,,,,,pf#1,pArya,,,gerund,caus
,,,,,,pf#1,pritya,,,gerund,
,,,,,,pf#1,pArayitvA,,,gerund,caus
,,,,,,pf#1,pritvA,,,gerund,
,,,,,,pfc,papfcAna,perf,atma,,
,,,,,,pfc,papfcvas,perf,para,,
,,,,,,pfc,parktavya,fut,pass,,
,,,,,,pfc,parkzyat,fut,para,,
,,,,,,pfc,parkzyamAna,fut,atma,,
,,,,,,pfc,parcanIya,fut,pass,,
,,,,,,pfc,pfktavat,past,active,,
,,,,,,pfc,pfkta,past,pass,,
,,,,,,pfc,pfcyamAna,pres,pass,,
,,,,,,pfc,pfcya,fut,pass,,
,,,,,,pfc,pfYcat,pres,para,,
,,,,,,pfc,pfYcAna,pres,atma,,
,,,,,,pfc,parcitum,,,infinitive,
,,,,,,pfc,pfcya,,,gerund,
,,,,,,pfc,pfktvA,,,gerund,
,,,,,,pfT,papfTAna,perf,atma,,
,,,,,,pfT,papfTvas,perf,para,,
,,,,,,pfT,parTanIya,fut,pass,,
,,,,,,pfT,parTayat,pres,para,,
,,,,,,pfT,parTayamAna,pres,atma,,
,,,,,,pfT,parTayitavya,fut,pass,,
,,,,,,pfT,parTayizyat,fut,para,,
,,,,,,pfT,parTayizyamAna,fut,atma,,
,,,,,,pfT,parTyamAna,pres,pass,,
,,,,,,pfT,pftTavat,past,active,,
,,,,,,pfT,pftTa,past,pass,,
,,,,,,pfT,pfTya,fut,pass,,
,,,,,,pfT,parTayitum,,,infinitive,
,,,,,,pfT,pfTayya,,,gerund,
,,,,,,pfT,pfTayitvA,,,gerund,
,,,,,,pfz,papfzARa,perf,atma,,
,,,,,,pfz,papfzvas,perf,para,,
,,,,,,pfz,parkzyat,fut,para,,
,,,,,,pfz,parkzyamAna,fut,atma,,
,,,,,,pfz,parzaRIya,fut,pass,,
,,,,,,pfz,parzat,pres,para,,
,,,,,,pfz,parzamAna,pres,atma,,
,,,,,,pfz,parzwavya,fut,pass,,
,,,,,,pfz,pfzwavat,past,active,,
,,,,,,pfz,pfzwa,past,pass,,
,,,,,,pfz,pfzyamAna,pres,pass,,
,,,,,,pfz,pfzya,fut,pass,,
,,,,,,pfz,parzitum,,,infinitive,
,,,,,,pfz,pfzya,,,gerund,
,,,,,,pfz,parzitvA,,,gerund,
,,,,,,pfz,pfzwvA,,,gerund,
,,,,,,pi,pipivas,perf,para,,
,,,,,,pi,pipyAna,perf,atma,,
,,,,,,pi,piyat,pres,para,,
,,,,,,pi,piyamAna,pres,atma,,
,,,,,,pi,pInavat,past,active,,
,,,,,,pi,pIna,past,pass,,
,,,,,,pi,pezyat,fut,para,,
,,,,,,pi,pezyamAna,fut,atma,,
,,,,,,pi#2,pIya,,,gerund,
,,,,,,pi#2,petum,,,infinitive,
,,,,,,pi#2,pItvA,,,gerund,
,,,,,,pIq,pipIqAna,perf,atma,,
,,,,,,pIq,pipIqvas,perf,para,,
,,,,,,pIq,pIqayat,pres,para,,
,,,,,,pIq,pIqayamAna,pres,atma,,
,,,,,,pIq,pIqayitavya,fut,pass,,
,,,,,,pIq,pIqayizyat,fut,para,,
,,,,,,pIq,pIqayizyamAna,fut,atma,,
,,,,,,pIq,pIqitavat,past,active,,
,,,,,,pIq,pIqita,past,pass,,
,,,,,,pIq,pIqyamAna,pres,pass,,
,,,,,,pIq,pIqya,fut,pass,,
,,,,,,pIq,peqanIya,fut,pass,,
,,,,,,pIq,pIqayitum,,,infinitive,
,,,,,,pIq,pIqya,,,gerund,
,,,,,,pIq,pIqayitvA,,,gerund,
,,,,,,piRqa,piRqayitum,,,infinitive,
,,,,,,piRqa,piRqya,,,gerund,
,,,,,,piRqa,piRqayitvA,,,gerund,
,,,,,,piS,piMSat,pres,para,,
,,,,,,piS,piMSamAna,pres,atma,,
,,,,,,piS,pipiSAna,perf,atma,,
,,,,,,piS,pipiSvas,perf,para,,
,,,,,,piS,piSyamAna,pres,pass,,
,,,,,,piS,pizwavat,past,active,,
,,,,,,piS,pizwa,past,pass,,
,,,,,,piS,pekzyat,fut,para,,
,,,,,,piS,pekzyamAna,fut,atma,,
,,,,,,piS,peSanIya,fut,pass,,
,,,,,,piS,peSya,fut,pass,,
,,,,,,piS,pezwavya,fut,pass,,
,,,,,,piS#1,piSya,,,gerund,
,,,,,,piS#1,peSitum,,,infinitive,
,,,,,,piS#1,pizwvA,,,gerund,
,,,,,,piYj,piktavat,past,active,,
,,,,,,piYj,pikta,past,pass,,
,,,,,,piYj,pijyamAna,pres,pass,,
,,,,,,piYj,piYjAna,pres,atma,,
,,,,,,piYj,pipiYjAna,perf,atma,,
,,,,,,piYj,peNktavya,fut,pass,,
,,,,,,piYj,peNkzyamAna,fut,atma,,
,,,,,,piYj,peYjanIya,fut,pass,,
,,,,,,piYj,peYjya,fut,pass,,
,,,,,,piYj,pijya,,,gerund,
,,,,,,piYj,piYjitum,,,infinitive,
,,,,,,piYj,piYjitvA,,,gerund,
,,,,,,pIyUzavarza,pIyUzavarzAyitum,,,infinitive,
,,,,,,pIyUzavarza,pIyUzavarzya,,,gerund,
,,,,,,pIyUzavarza,pIyUzavarzAyitvA,,,gerund,
,,,,,,piz,piMzat,pres,para,,
,,,,,,piz,piMzARa,pres,atma,,
,,,,,,piz,pipizARa,perf,atma,,
,,,,,,piz,pipizvas,perf,para,,
,,,,,,piz,pizwavat,past,active,,
,,,,,,piz,pizwa,past,pass,,
,,,,,,piz,pizyamAna,pres,pass,,
,,,,,,piz,pekzyat,fut,para,,
,,,,,,piz,pekzyamAna,fut,atma,,
,,,,,,piz,pezaRIya,fut,pass,,
,,,,,,piz,pezwavya,fut,pass,,
,,,,,,piz,pezya,fut,pass,,
,,,,,,piz,pizya,,,gerund,
,,,,,,piz,pezwum,,,infinitive,
,,,,,,piz,pizwvA,,,gerund,
,,,,,,plu,pupluvas,perf,para,,
,,,,,,plu,puplvAna,perf,atma,,
,,,,,,plu,poplUyamAna,pres,atma,,intens
,,,,,,plu,plavat,pres,para,,
,,,,,,plu,plavanIya,fut,pass,,
,,,,,,plu,plavamAna,pres,atma,,
,,,,,,plu,plAvanIya,fut,pass,,caus
,,,,,,plu,plAvayat,pres,para,,caus
,,,,,,plu,plAvayamAna,pres,atma,,caus
,,,,,,plu,plAvayitavya,fut,pass,,caus
,,,,,,plu,plAvayizyat,fut,para,,caus
,,,,,,plu,plAvayizyamAna,fut,atma,,
,,,,,,plu,plAvayizyamAna,fut,atma,,caus
,,,,,,plu,plAvitavat,past,active,,caus
,,,,,,plu,plAvita,past,pass,,caus
,,,,,,plu,plAvyamAna,pres,pass,,caus
,,,,,,plu,plAvya,fut,pass,,caus
,,,,,,plu,plutavat,past,active,,
,,,,,,plu,pluta,past,pass,,
,,,,,,plu,pluyamAna,pres,pass,,
,,,,,,plu,plotavya,fut,pass,,
,,,,,,plu,ploya,fut,pass,,
,,,,,,plu,plozyat,fut,para,,
,,,,,,plu,plozyamAna,fut,atma,,
,,,,,,plu,plAvayitum,,,infinitive,caus
,,,,,,plu,plAvya,,,gerund,caus
,,,,,,plu,plutya,,,gerund,
,,,,,,plu,plUya,,,gerund,
,,,,,,plu,plotum,,,infinitive,
,,,,,,plu,plAvayitvA,,,gerund,caus
,,,,,,plu,plutvA,,,gerund,
,,,,,,pluz,pluzya,,,gerund,
,,,,,,pluz,plozitum,,,infinitive,
,,,,,,pluz,pluzwvA,,,gerund,
,,,,,,prA,paprivas,perf,para,,
,,,,,,praS,pfcCam,,,gerund,
,,,,,,praS,pfcCya,,,gerund,
,,,,,,praS,pracCayitum,,,infinitive,caus
,,,,,,praS,pracCya,,,gerund,caus
,,,,,,praS,prazwum,,,infinitive,
,,,,,,praS,pfzwvA,,,gerund,
,,,,,,praS,pracCayitvA,,,gerund,caus
,,,,,,prasAda,prasAdayitum,,,infinitive,
,,,,,,prasAda,prasAdya,,,gerund,
,,,,,,prAsAda,prAsAdIyitum,,,infinitive,
,,,,,,prAsAda,prAsAdya,,,gerund,
,,,,,,prasAda,prasAdayitvA,,,gerund,
,,,,,,prAsAda,prAsAdIyitvA,,,gerund,
,,,,,,praT,papraTAna,perf,atma,,
,,,,,,praT,papraTvas,perf,para,,
,,,,,,praT,pratTavya,fut,pass,,
,,,,,,praT,pratsyat,fut,para,,
,,,,,,praT,pratsyamAna,fut,atma,,
,,,,,,praT,praTat,pres,para,,
,,,,,,praT,praTanIya,fut,pass,,
,,,,,,praT,praTanIya,fut,pass,,caus
,,,,,,praT,praTamAna,pres,atma,,
,,,,,,praT,praTayat,pres,para,,caus
,,,,,,praT,praTayamAna,pres,atma,,caus
,,,,,,praT,praTayitavya,fut,pass,,caus
,,,,,,praT,praTayizyat,fut,para,,caus
,,,,,,praT,praTayizyamAna,fut,atma,,
,,,,,,praT,praTayizyamAna,fut,atma,,caus
,,,,,,praT,praTitavat,past,active,,
,,,,,,praT,praTitavat,past,active,,caus
,,,,,,praT,praTita,past,pass,,
,,,,,,praT,praTita,past,pass,,caus
,,,,,,praT,praTyamAna,pres,pass,,
,,,,,,praT,praTyamAna,pres,pass,,caus
,,,,,,praT,praTya,fut,pass,,
,,,,,,praT,praTya,fut,pass,,caus
,,,,,,praT,praTayitum,,,infinitive,caus
,,,,,,praT,praTitum,,,infinitive,
,,,,,,praT,praTya,,,gerund,
,,,,,,praT,praTayitvA,,,gerund,caus
,,,,,,praT,praTitvA,,,gerund,
,,,,,,pratikUla,pratikUlayitum,,,infinitive,
,,,,,,pratikUla,pratikUlya,,,gerund,
,,,,,,pratikUla,pratikUlayitvA,,,gerund,
,,,,,,prI,pipiprIzvas,perf,para,,desid
,,,,,,prI,piprIvas,perf,para,,
,,,,,,prI,piprIzaRIya,fut,pass,,desid
,,,,,,prI,piprIzat,pres,para,,desid
,,,,,,prI,piprIzitavat,past,active,,desid
,,,,,,prI,piprIzita,past,pass,,desid
,,,,,,prI,pipryARa,perf,atma,,
,,,,,,prI,prayaRIya,fut,pass,,
,,,,,,prI,prIRat,pres,para,,
,,,,,,prI,prIRanIya,fut,pass,,caus
,,,,,,prI,prIRayat,pres,para,,caus
,,,,,,prI,prIRayamAna,pres,atma,,caus
,,,,,,prI,prIRayitavya,fut,pass,,caus
,,,,,,prI,prIRayizyat,fut,para,,caus
,,,,,,prI,prIRayizyamAna,fut,atma,,
,,,,,,prI,prIRayizyamAna,fut,atma,,caus
,,,,,,prI,prIRAna,pres,atma,,
,,,,,,prI,prIRitavat,past,active,,caus
,,,,,,prI,prIRita,past,pass,,caus
,,,,,,prI,prIRyamAna,pres,pass,,caus
,,,,,,prI,prIRya,fut,pass,,caus
,,,,,,prI,prItavat,past,active,,
,,,,,,prI,prIta,past,pass,,
,,,,,,prI,prIyamAna,pres,pass,,
,,,,,,prI,pretavya,fut,pass,,
,,,,,,prI,preya,fut,pass,,
,,,,,,prI,prezyat,fut,para,,
,,,,,,prI,prezyamAna,fut,atma,,
,,,,,,prI,piprIzitum,,,infinitive,desid
,,,,,,prI,piprIzya,,,gerund,desid
,,,,,,prI,prIRayitum,,,infinitive,caus
,,,,,,prI,prIRya,,,gerund,caus
,,,,,,prI,prIya,,,gerund,
,,,,,,prI,pretum,,,infinitive,
,,,,,,prI,piprIzitvA,,,gerund,desid
,,,,,,prI,prIRayitvA,,,gerund,caus
,,,,,,prI,prItvA,,,gerund,
,,,,,,priya,priyAyitum,,,infinitive,
,,,,,,priya,priyya,,,gerund,
,,,,,,priya,priyAyitvA,,,gerund,
,,,,,,pru,pupruvas,perf,para,,
,,,,,,pru,puprvARa,perf,atma,,
,,,,,,pru,pravaRIya,fut,pass,,
,,,,,,pru,pravat,pres,para,,
,,,,,,pru,pravamAna,pres,atma,,
,,,,,,pru,prAvaRIya,fut,pass,,caus
,,,,,,pru,prAvayat,pres,para,,caus
,,,,,,pru,prAvayamAna,pres,atma,,caus
,,,,,,pru,prAvayitavya,fut,pass,,caus
,,,,,,pru,prAvayizyat,fut,para,,caus
,,,,,,pru,prAvayizyamAna,fut,atma,,
,,,,,,pru,prAvayizyamAna,fut,atma,,caus
,,,,,,pru,prAvitavat,past,active,,caus
,,,,,,pru,prAvita,past,pass,,caus
,,,,,,pru,prAvyamAna,pres,pass,,caus
,,,,,,pru,prAvya,fut,pass,,caus
,,,,,,pru,prUtavat,past,active,,
,,,,,,pru,prUta,past,pass,,
,,,,,,pru,prUyamAna,pres,pass,,
,,,,,,pru,protavya,fut,pass,,
,,,,,,pru,proya,fut,pass,,
,,,,,,pru,prozyat,fut,para,,
,,,,,,pru,prozyamAna,fut,atma,,
,,,,,,pru,prAvayitum,,,infinitive,caus
,,,,,,pru,prAvya,,,gerund,caus
,,,,,,pru,prUtya,,,gerund,
,,,,,,pru,protum,,,infinitive,
,,,,,,pru,prAvayitvA,,,gerund,caus
,,,,,,pru,prUtvA,,,gerund,
,,,,,,pU,pavanIya,fut,pass,,
,,,,,,pU,pavitavya,fut,pass,,
,,,,,,pU,pavizyat,fut,para,,
,,,,,,pU,pavizyamAna,fut,atma,,
,,,,,,pU,punat,pres,para,,
,,,,,,pU,punAna,pres,atma,,
,,,,,,pU,pupUvas,perf,para,,
,,,,,,pU,pupvAna,perf,atma,,
,,,,,,pU,pUtavat,past,active,,
,,,,,,pU,pUta,past,pass,,
,,,,,,pU,pUyamAna,pres,pass,,
,,,,,,pU,poya,fut,pass,,
,,,,,,pU#1,pavitum,,,infinitive,
,,,,,,pU#1,pUya,,,gerund,
,,,,,,pU#1,pUtvA,,,gerund,
,,,,,,pUj,pupUjAna,perf,atma,,
,,,,,,pUj,pupUjvas,perf,para,,
,,,,,,pUj,pUjayat,pres,para,,
,,,,,,pUj,pUjayamAna,pres,atma,,
,,,,,,pUj,pUjayitavya,fut,pass,,
,,,,,,pUj,pUjayizyat,fut,para,,
,,,,,,pUj,pUjayizyamAna,fut,atma,,
,,,,,,pUj,pUjitavat,past,active,,
,,,,,,pUj,pUjita,past,pass,,
,,,,,,pUj,pUjyamAna,pres,pass,,
