form,root,hom,class,person,number,mode,voice,modification 
lAsayase,las,1,,2,s,pres,atma,caus
lAsayasva,las,1,,2,s,impv,atma,caus
lAsayAni,las,1,,1,s,impv,para,caus
lAsayAma,las,1,,1,p,impv,para,caus
lAsayAmas,las,1,,1,p,pres,para,caus
lAsayAmahe,las,1,,1,p,pres,atma,caus
lAsayAmahE,las,1,,1,p,impv,atma,caus
lAsayAmi,las,1,,1,s,pres,para,caus
lAsayAva,las,1,,1,d,impv,para,caus
lAsayAvas,las,1,,1,d,pres,para,caus
lAsayAvahe,las,1,,1,d,pres,atma,caus
lAsayAvahE,las,1,,1,d,impv,atma,caus
lAsayitA,las,1,,3,s,pfut,para,caus
lAsayitAras,las,1,,3,p,pfut,para,caus
lAsayitArO,las,1,,3,d,pfut,para,caus
lAsayitAsi,las,1,,2,s,pfut,para,caus
lAsayitAsTa,las,1,,2,p,pfut,para,caus
lAsayitAsTas,las,1,,2,d,pfut,para,caus
lAsayitAsmas,las,1,,1,p,pfut,para,caus
lAsayitAsmi,las,1,,1,s,pfut,para,caus
lAsayitAsvas,las,1,,1,d,pfut,para,caus
lAsayizyatas,las,1,,3,d,sfut,para,caus
lAsayizyati,las,1,,3,s,sfut,para,caus
lAsayizyate,las,1,,3,s,sfut,atma,caus
lAsayizyaTa,las,1,,2,p,sfut,para,caus
lAsayizyaTas,las,1,,2,d,sfut,para,caus
lAsayizyaDve,las,1,,2,p,sfut,atma,caus
lAsayizyanti,las,1,,3,p,sfut,para,caus
lAsayizyante,las,1,,3,p,sfut,atma,caus
lAsayizyasi,las,1,,2,s,sfut,para,caus
lAsayizyase,las,1,,2,s,sfut,atma,caus
lAsayizyAmas,las,1,,1,p,sfut,para,caus
lAsayizyAmahe,las,1,,1,p,sfut,atma,caus
lAsayizyAmi,las,1,,1,s,sfut,para,caus
lAsayizyAvas,las,1,,1,d,sfut,para,caus
lAsayizyAvahe,las,1,,1,d,sfut,atma,caus
lAsayizye,las,1,,1,s,sfut,atma,caus
lAsayizyete,las,1,,3,d,sfut,atma,caus
lAsayizyeTe,las,1,,2,d,sfut,atma,caus
lAsaye,las,1,,1,s,pres,atma,caus
lAsayet,las,1,,3,s,opt,para,caus
lAsayeta,las,1,,3,s,opt,atma,caus
lAsayetam,las,1,,2,d,opt,para,caus
lAsayetAm,las,1,,3,d,impv,atma,caus
lAsayete,las,1,,3,d,pres,atma,caus
lAsayeTAm,las,1,,2,d,impv,atma,caus
lAsayeTAs,las,1,,2,s,opt,atma,caus
lAsayeTe,las,1,,2,d,pres,atma,caus
lAsayeDvam,las,1,,2,p,opt,atma,caus
lAsayema,las,1,,1,p,opt,para,caus
lAsayemahi,las,1,,1,p,opt,atma,caus
lAsayeya,las,1,,1,s,opt,atma,caus
lAsayeyam,las,1,,1,s,opt,para,caus
lAsayeyAtAm,las,1,,3,d,opt,atma,caus
lAsayeyATAm,las,1,,2,d,opt,atma,caus
lAsayeyur,las,1,,3,p,opt,para,caus
lAsayeran,las,1,,3,p,opt,atma,caus
lAsayeva,las,1,,1,d,opt,para,caus
lAsayevahi,las,1,,1,d,opt,atma,caus
lAsayes,las,1,,2,s,opt,para,caus
lAsayE,las,1,,1,s,impv,atma,caus
lAsyatAm,las,1,,3,s,impv,pass,caus
lAsyate,las,1,,3,s,pres,pass,caus
lAsyaDvam,las,1,,2,p,impv,pass,caus
lAsyaDve,las,1,,2,p,pres,pass,caus
lAsyantAm,las,1,,3,p,impv,pass,caus
lAsyante,las,1,,3,p,pres,pass,caus
lAsyase,las,1,,2,s,pres,pass,caus
lAsyasva,las,1,,2,s,impv,pass,caus
lAsyAmahe,las,1,,1,p,pres,pass,caus
lAsyAmahE,las,1,,1,p,impv,pass,caus
lAsyAvahe,las,1,,1,d,pres,pass,caus
lAsyAvahE,las,1,,1,d,impv,pass,caus
lAsye,las,1,,1,s,pres,pass,caus
lAsyeta,las,1,,3,s,opt,pass,caus
lAsyetAm,las,1,,3,d,impv,pass,caus
lAsyete,las,1,,3,d,pres,pass,caus
lAsyeTAm,las,1,,2,d,impv,pass,caus
lAsyeTAs,las,1,,2,s,opt,pass,caus
lAsyeTe,las,1,,2,d,pres,pass,caus
lAsyeDvam,las,1,,2,p,opt,pass,caus
lAsyemahi,las,1,,1,p,opt,pass,caus
lAsyeya,las,1,,1,s,opt,pass,caus
lAsyeyAtAm,las,1,,3,d,opt,pass,caus
lAsyeyATAm,las,1,,2,d,opt,pass,caus
lAsyeran,las,1,,3,p,opt,pass,caus
lAsyevahi,las,1,,1,d,opt,pass,caus
lAsyE,las,1,,1,s,impv,pass,caus
likze,lih,1,2,2,s,pres,atma,
likzva,lih,1,2,2,s,impv,atma,
liKa,liK,,6,2,s,impv,para,
liKata,liK,,6,2,p,impv,para,
liKatam,liK,,6,2,d,impv,para,
liKatas,liK,,6,3,d,pres,para,
liKatAm,liK,,6,3,d,impv,para,
liKati,liK,,6,3,s,pres,para,
liKatu,liK,,6,3,s,impv,para,
liKaTa,liK,,6,2,p,pres,para,
liKaTas,liK,,6,2,d,pres,para,
liKanti,liK,,6,3,p,pres,para,
liKantu,liK,,6,3,p,impv,para,
liKasi,liK,,6,2,s,pres,para,
liKAni,liK,,6,1,s,impv,para,
liKAma,liK,,6,1,p,impv,para,
liKAmas,liK,,6,1,p,pres,para,
liKAmi,liK,,6,1,s,pres,para,
liKAva,liK,,6,1,d,impv,para,
liKAvas,liK,,6,1,d,pres,para,
liKitA,liK,,,3,s,pfut,para,
liKitAras,liK,,,3,p,pfut,para,
liKitArO,liK,,,3,d,pfut,para,
liKitAsi,liK,,,2,s,pfut,para,
liKitAsTa,liK,,,2,p,pfut,para,
liKitAsTas,liK,,,2,d,pfut,para,
liKitAsmas,liK,,,1,p,pfut,para,
liKitAsmi,liK,,,1,s,pfut,para,
liKitAsvas,liK,,,1,d,pfut,para,
liKizyatas,liK,,,3,d,sfut,para,
liKizyati,liK,,,3,s,sfut,para,
liKizyaTa,liK,,,2,p,sfut,para,
liKizyaTas,liK,,,2,d,sfut,para,
liKizyanti,liK,,,3,p,sfut,para,
liKizyasi,liK,,,2,s,sfut,para,
liKizyAmas,liK,,,1,p,sfut,para,
liKizyAmi,liK,,,1,s,sfut,para,
liKizyAvas,liK,,,1,d,sfut,para,
liKet,liK,,6,3,s,opt,para,
liKeta,liK,,6,2,p,opt,para,
liKetam,liK,,6,2,d,opt,para,
liKetAm,liK,,6,3,d,opt,para,
liKema,liK,,6,1,p,opt,para,
liKeyam,liK,,6,1,s,opt,para,
liKeyur,liK,,6,3,p,opt,para,
liKeva,liK,,6,1,d,opt,para,
liKes,liK,,6,2,s,opt,para,
liKyatAm,liK,,,3,s,impv,pass,
liKyate,liK,,,3,s,pres,pass,
liKyaDvam,liK,,,2,p,impv,pass,
liKyaDve,liK,,,2,p,pres,pass,
liKyantAm,liK,,,3,p,impv,pass,
liKyante,liK,,,3,p,pres,pass,
liKyase,liK,,,2,s,pres,pass,
liKyasva,liK,,,2,s,impv,pass,
liKyAmahe,liK,,,1,p,pres,pass,
liKyAmahE,liK,,,1,p,impv,pass,
liKyAvahe,liK,,,1,d,pres,pass,
liKyAvahE,liK,,,1,d,impv,pass,
liKye,liK,,,1,s,pres,pass,
liKyeta,liK,,,3,s,opt,pass,
liKyetAm,liK,,,3,d,impv,pass,
liKyete,liK,,,3,d,pres,pass,
liKyeTAm,liK,,,2,d,impv,pass,
liKyeTAs,liK,,,2,s,opt,pass,
liKyeTe,liK,,,2,d,pres,pass,
liKyeDvam,liK,,,2,p,opt,pass,
liKyemahi,liK,,,1,p,opt,pass,
liKyeya,liK,,,1,s,opt,pass,
liKyeyAtAm,liK,,,3,d,opt,pass,
liKyeyATAm,liK,,,2,d,opt,pass,
liKyeran,liK,,,3,p,opt,pass,
liKyevahi,liK,,,1,d,opt,pass,
liKyE,liK,,,1,s,impv,pass,
lipyatAm,lip,,,3,s,impv,pass,
lipyate,lip,,,3,s,pres,pass,
lipyaDvam,lip,,,2,p,impv,pass,
lipyaDve,lip,,,2,p,pres,pass,
lipyantAm,lip,,,3,p,impv,pass,
lipyante,lip,,,3,p,pres,pass,
lipyase,lip,,,2,s,pres,pass,
lipyasva,lip,,,2,s,impv,pass,
lipyAmahe,lip,,,1,p,pres,pass,
lipyAmahE,lip,,,1,p,impv,pass,
lipyAvahe,lip,,,1,d,pres,pass,
lipyAvahE,lip,,,1,d,impv,pass,
lipye,lip,,,1,s,pres,pass,
lipyeta,lip,,,3,s,opt,pass,
lipyetAm,lip,,,3,d,impv,pass,
lipyete,lip,,,3,d,pres,pass,
lipyeTAm,lip,,,2,d,impv,pass,
lipyeTAs,lip,,,2,s,opt,pass,
lipyeTe,lip,,,2,d,pres,pass,
lipyeDvam,lip,,,2,p,opt,pass,
lipyemahi,lip,,,1,p,opt,pass,
lipyeya,lip,,,1,s,opt,pass,
lipyeyAtAm,lip,,,3,d,opt,pass,
lipyeyATAm,lip,,,2,d,opt,pass,
lipyeran,lip,,,3,p,opt,pass,
lipyevahi,lip,,,1,d,opt,pass,
lipyE,lip,,,1,s,impv,pass,
lipsatAm,laB,,,3,s,impv,atma,desid
lipsate,laB,,,3,s,pres,atma,desid
lipsaDvam,laB,,,2,p,impv,atma,desid
lipsaDve,laB,,,2,p,pres,atma,desid
lipsantAm,laB,,,3,p,impv,atma,desid
lipsante,laB,,,3,p,pres,atma,desid
lipsase,laB,,,2,s,pres,atma,desid
lipsasva,laB,,,2,s,impv,atma,desid
lipsAmahe,laB,,,1,p,pres,atma,desid
lipsAmahE,laB,,,1,p,impv,atma,desid
lipsAvahe,laB,,,1,d,pres,atma,desid
lipsAvahE,laB,,,1,d,impv,atma,desid
lipsitA,laB,,,3,s,pfut,para,desid
lipsitAras,laB,,,3,p,pfut,para,desid
lipsitArO,laB,,,3,d,pfut,para,desid
lipsitAsi,laB,,,2,s,pfut,para,desid
lipsitAsTa,laB,,,2,p,pfut,para,desid
lipsitAsTas,laB,,,2,d,pfut,para,desid
lipsitAsmas,laB,,,1,p,pfut,para,desid
lipsitAsmi,laB,,,1,s,pfut,para,desid
lipsitAsvas,laB,,,1,d,pfut,para,desid
lipse,laB,,,1,s,pres,atma,desid
lipseta,laB,,,3,s,opt,atma,desid
lipsetAm,laB,,,3,d,impv,atma,desid
lipsete,laB,,,3,d,pres,atma,desid
lipseTAm,laB,,,2,d,impv,atma,desid
lipseTAs,laB,,,2,s,opt,atma,desid
lipseTe,laB,,,2,d,pres,atma,desid
lipseDvam,laB,,,2,p,opt,atma,desid
lipsemahi,laB,,,1,p,opt,atma,desid
lipseya,laB,,,1,s,opt,atma,desid
lipseyAtAm,laB,,,3,d,opt,atma,desid
lipseyATAm,laB,,,2,d,opt,atma,desid
lipseran,laB,,,3,p,opt,atma,desid
lipsevahi,laB,,,1,d,opt,atma,desid
lipsE,laB,,,1,s,impv,atma,desid
lipsyatAm,laB,,,3,s,impv,pass,desid
lipsyate,laB,,,3,s,sfut,atma,desid
lipsyaDvam,laB,,,2,p,impv,pass,desid
lipsyaDve,laB,,,2,p,sfut,atma,desid
lipsyantAm,laB,,,3,p,impv,pass,desid
lipsyante,laB,,,3,p,sfut,atma,desid
lipsyase,laB,,,2,s,sfut,atma,desid
lipsyasva,laB,,,2,s,impv,pass,desid
lipsyAmahe,laB,,,1,p,sfut,atma,desid
lipsyAmahE,laB,,,1,p,impv,pass,desid
lipsyAvahe,laB,,,1,d,sfut,atma,desid
lipsyAvahE,laB,,,1,d,impv,pass,desid
lipsye,laB,,,1,s,sfut,atma,desid
lipsyeta,laB,,,3,s,opt,pass,desid
lipsyetAm,laB,,,3,d,impv,pass,desid
lipsyete,laB,,,3,d,sfut,atma,desid
lipsyeTAm,laB,,,2,d,impv,pass,desid
lipsyeTAs,laB,,,2,s,opt,pass,desid
lipsyeTe,laB,,,2,d,sfut,atma,desid
lipsyeDvam,laB,,,2,p,opt,pass,desid
lipsyemahi,laB,,,1,p,opt,pass,desid
lipsyeya,laB,,,1,s,opt,pass,desid
lipsyeyAtAm,laB,,,3,d,opt,pass,desid
lipsyeyATAm,laB,,,2,d,opt,pass,desid
lipsyeran,laB,,,3,p,opt,pass,desid
lipsyevahi,laB,,,1,d,opt,pass,desid
lipsyE,laB,,,1,s,impv,pass,desid
limpa,lip,,6,2,s,impv,para,
limpata,lip,,6,2,p,impv,para,
limpatam,lip,,6,2,d,impv,para,
limpatas,lip,,6,3,d,pres,para,
limpatAm,lip,,6,3,s,impv,atma,
limpati,lip,,6,3,s,pres,para,
limpatu,lip,,6,3,s,impv,para,
limpate,lip,,6,3,s,pres,atma,
limpaTa,lip,,6,2,p,pres,para,
limpaTas,lip,,6,2,d,pres,para,
limpaDvam,lip,,6,2,p,impv,atma,
limpaDve,lip,,6,2,p,pres,atma,
limpantAm,lip,,6,3,p,impv,atma,
limpanti,lip,,6,3,p,pres,para,
limpantu,lip,,6,3,p,impv,para,
limpante,lip,,6,3,p,pres,atma,
limpasi,lip,,6,2,s,pres,para,
limpase,lip,,6,2,s,pres,atma,
limpasva,lip,,6,2,s,impv,atma,
limpAni,lip,,6,1,s,impv,para,
limpAma,lip,,6,1,p,impv,para,
limpAmas,lip,,6,1,p,pres,para,
limpAmahe,lip,,6,1,p,pres,atma,
limpAmahE,lip,,6,1,p,impv,atma,
limpAmi,lip,,6,1,s,pres,para,
limpAva,lip,,6,1,d,impv,para,
limpAvas,lip,,6,1,d,pres,para,
limpAvahe,lip,,6,1,d,pres,atma,
limpAvahE,lip,,6,1,d,impv,atma,
limpe,lip,,6,1,s,pres,atma,
limpet,lip,,6,3,s,opt,para,
limpeta,lip,,6,3,s,opt,atma,
limpetam,lip,,6,2,d,opt,para,
limpetAm,lip,,6,3,d,impv,atma,
limpete,lip,,6,3,d,pres,atma,
limpeTAm,lip,,6,2,d,impv,atma,
limpeTAs,lip,,6,2,s,opt,atma,
limpeTe,lip,,6,2,d,pres,atma,
limpeDvam,lip,,6,2,p,opt,atma,
limpema,lip,,6,1,p,opt,para,
limpemahi,lip,,6,1,p,opt,atma,
limpeya,lip,,6,1,s,opt,atma,
limpeyam,lip,,6,1,s,opt,para,
limpeyAtAm,lip,,6,3,d,opt,atma,
limpeyATAm,lip,,6,2,d,opt,atma,
limpeyur,lip,,6,3,p,opt,para,
limperan,lip,,6,3,p,opt,atma,
limpeva,lip,,6,1,d,opt,para,
limpevahi,lip,,6,1,d,opt,atma,
limpes,lip,,6,2,s,opt,para,
limpE,lip,,6,1,s,impv,atma,
lilaziza,laz,,,2,s,impv,para,desid
lilazizata,laz,,,2,p,impv,para,desid
lilazizatam,laz,,,2,d,impv,para,desid
lilazizatas,laz,,,3,d,pres,para,desid
lilazizatAm,laz,,,3,d,impv,para,desid
lilazizati,laz,,,3,s,pres,para,desid
lilazizatu,laz,,,3,s,impv,para,desid
lilazizaTa,laz,,,2,p,pres,para,desid
lilazizaTas,laz,,,2,d,pres,para,desid
lilazizanti,laz,,,3,p,pres,para,desid
lilazizantu,laz,,,3,p,impv,para,desid
lilazizasi,laz,,,2,s,pres,para,desid
lilazizARi,laz,,,1,s,impv,para,desid
lilazizAma,laz,,,1,p,impv,para,desid
lilazizAmas,laz,,,1,p,pres,para,desid
lilazizAmi,laz,,,1,s,pres,para,desid
lilazizAva,laz,,,1,d,impv,para,desid
lilazizAvas,laz,,,1,d,pres,para,desid
lilazizitA,laz,,,3,s,pfut,para,desid
lilazizitAras,laz,,,3,p,pfut,para,desid
lilazizitArO,laz,,,3,d,pfut,para,desid
lilazizitAsi,laz,,,2,s,pfut,para,desid
lilazizitAsTa,laz,,,2,p,pfut,para,desid
lilazizitAsTas,laz,,,2,d,pfut,para,desid
lilazizitAsmas,laz,,,1,p,pfut,para,desid
lilazizitAsmi,laz,,,1,s,pfut,para,desid
lilazizitAsvas,laz,,,1,d,pfut,para,desid
lilazizet,laz,,,3,s,opt,para,desid
lilazizeta,laz,,,2,p,opt,para,desid
lilazizetam,laz,,,2,d,opt,para,desid
lilazizetAm,laz,,,3,d,opt,para,desid
lilazizema,laz,,,1,p,opt,para,desid
lilazizeyam,laz,,,1,s,opt,para,desid
lilazizeyur,laz,,,3,p,opt,para,desid
lilazizeva,laz,,,1,d,opt,para,desid
lilazizes,laz,,,2,s,opt,para,desid
lilazizyatas,laz,,,3,d,sfut,para,desid
lilazizyatAm,laz,,,3,s,impv,pass,desid
lilazizyati,laz,,,3,s,sfut,para,desid
lilazizyate,laz,,,3,s,pres,pass,desid
lilazizyaTa,laz,,,2,p,sfut,para,desid
lilazizyaTas,laz,,,2,d,sfut,para,desid
lilazizyaDvam,laz,,,2,p,impv,pass,desid
lilazizyaDve,laz,,,2,p,pres,pass,desid
lilazizyantAm,laz,,,3,p,impv,pass,desid
lilazizyanti,laz,,,3,p,sfut,para,desid
lilazizyante,laz,,,3,p,pres,pass,desid
lilazizyasi,laz,,,2,s,sfut,para,desid
lilazizyase,laz,,,2,s,pres,pass,desid
lilazizyasva,laz,,,2,s,impv,pass,desid
lilazizyAmas,laz,,,1,p,sfut,para,desid
lilazizyAmahe,laz,,,1,p,pres,pass,desid
lilazizyAmahE,laz,,,1,p,impv,pass,desid
lilazizyAmi,laz,,,1,s,sfut,para,desid
lilazizyAvas,laz,,,1,d,sfut,para,desid
lilazizyAvahe,laz,,,1,d,pres,pass,desid
lilazizyAvahE,laz,,,1,d,impv,pass,desid
lilazizye,laz,,,1,s,pres,pass,desid
lilazizyeta,laz,,,3,s,opt,pass,desid
lilazizyetAm,laz,,,3,d,impv,pass,desid
lilazizyete,laz,,,3,d,pres,pass,desid
lilazizyeTAm,laz,,,2,d,impv,pass,desid
lilazizyeTAs,laz,,,2,s,opt,pass,desid
lilazizyeTe,laz,,,2,d,pres,pass,desid
lilazizyeDvam,laz,,,2,p,opt,pass,desid
lilazizyemahi,laz,,,1,p,opt,pass,desid
lilazizyeya,laz,,,1,s,opt,pass,desid
lilazizyeyAtAm,laz,,,3,d,opt,pass,desid
lilazizyeyATAm,laz,,,2,d,opt,pass,desid
lilazizyeran,laz,,,3,p,opt,pass,desid
lilazizyevahi,laz,,,1,d,opt,pass,desid
lilazizyE,laz,,,1,s,impv,pass,desid
liliKa,liK,,,2,p,perf,para,
liliKatur,liK,,,3,d,perf,para,
liliKaTur,liK,,,2,d,perf,para,
liliKima,liK,,,1,p,perf,para,
liliKiva,liK,,,1,d,perf,para,
liliKur,liK,,,3,p,perf,para,
lilipa,lip,,,2,p,perf,para,
lilipatur,lip,,,3,d,perf,para,
lilipaTur,lip,,,2,d,perf,para,
lilipAte,lip,,,3,d,perf,atma,
lilipATe,lip,,,2,d,perf,atma,
lilipiDve,lip,,,2,p,perf,atma,
lilipima,lip,,,1,p,perf,para,
lilipimahe,lip,,,1,p,perf,atma,
lilipire,lip,,,3,p,perf,atma,
lilipiva,lip,,,1,d,perf,para,
lilipivahe,lip,,,1,d,perf,atma,
lilipize,lip,,,2,s,perf,atma,
lilipur,lip,,,3,p,perf,para,
lilipe,lip,,,3,s,perf,atma,
lilipsAte,laB,,,3,d,perf,atma,desid
lilipsATe,laB,,,2,d,perf,atma,desid
lilipsiDve,laB,,,2,p,perf,atma,desid
lilipsimahe,laB,,,1,p,perf,atma,desid
lilipsire,laB,,,3,p,perf,atma,desid
lilipsivahe,laB,,,1,d,perf,atma,desid
lilipsize,laB,,,2,s,perf,atma,desid
lilipse,laB,,,3,s,perf,atma,desid
lililaziza,laz,,,2,p,perf,para,desid
lililazizatur,laz,,,3,d,perf,para,desid
lililazizaTur,laz,,,2,d,perf,para,desid
lililaziziTa,laz,,,2,s,perf,para,desid
lililazizima,laz,,,1,p,perf,para,desid
lililaziziva,laz,,,1,d,perf,para,desid
lililazizur,laz,,,3,p,perf,para,desid
liliSa,liS,1,,2,p,perf,para,
liliSatur,liS,1,,3,d,perf,para,
liliSaTur,liS,1,,2,d,perf,para,
liliSima,liS,1,,1,p,perf,para,
liliSiva,liS,1,,1,d,perf,para,
liliSur,liS,1,,3,p,perf,para,
liliha,lih,1,,2,p,perf,para,
lilihatur,lih,1,,3,d,perf,para,
lilihaTur,lih,1,,2,d,perf,para,
lilihAte,lih,1,,3,d,perf,atma,
lilihATe,lih,1,,2,d,perf,atma,
lilihiDve,lih,1,,2,p,perf,atma,
lilihima,lih,1,,1,p,perf,para,
lilihimahe,lih,1,,1,p,perf,atma,
lilihire,lih,1,,3,p,perf,atma,
lilihiva,lih,1,,1,d,perf,para,
lilihivahe,lih,1,,1,d,perf,atma,
lilihize,lih,1,,2,s,perf,atma,
lilihur,lih,1,,3,p,perf,para,
lilihe,lih,1,,3,s,perf,atma,
lileKa,liK,,,3,s,perf,para,
lileKiTa,liK,,,2,s,perf,para,
lilepa,lip,,,3,s,perf,para,
lilepiTa,lip,,,2,s,perf,para,
lileSa,liS,1,,3,s,perf,para,
lileSiTa,liS,1,,2,s,perf,para,
lileha,lih,1,,3,s,perf,para,
lilehiTa,lih,1,,2,s,perf,para,
liSa,liS,1,6,2,s,impv,para,
liSata,liS,1,6,2,p,impv,para,
liSatam,liS,1,6,2,d,impv,para,
liSatas,liS,1,6,3,d,pres,para,
liSatAm,liS,1,6,3,d,impv,para,
liSati,liS,1,6,3,s,pres,para,
liSatu,liS,1,6,3,s,impv,para,
liSaTa,liS,1,6,2,p,pres,para,
liSaTas,liS,1,6,2,d,pres,para,
liSanti,liS,1,6,3,p,pres,para,
liSantu,liS,1,6,3,p,impv,para,
liSasi,liS,1,6,2,s,pres,para,
liSAni,liS,1,6,1,s,impv,para,
liSAma,liS,1,6,1,p,impv,para,
liSAmas,liS,1,6,1,p,pres,para,
liSAmi,liS,1,6,1,s,pres,para,
liSAva,liS,1,6,1,d,impv,para,
liSAvas,liS,1,6,1,d,pres,para,
liSet,liS,1,6,3,s,opt,para,
liSeta,liS,1,6,2,p,opt,para,
liSetam,liS,1,6,2,d,opt,para,
liSetAm,liS,1,6,3,d,opt,para,
liSema,liS,1,6,1,p,opt,para,
liSeyam,liS,1,6,1,s,opt,para,
liSeyur,liS,1,6,3,p,opt,para,
liSeva,liS,1,6,1,d,opt,para,
liSes,liS,1,6,2,s,opt,para,
liSyatAm,liS,1,,3,s,impv,pass,
liSyate,liS,1,,3,s,pres,pass,
liSyaDvam,liS,1,,2,p,impv,pass,
liSyaDve,liS,1,,2,p,pres,pass,
liSyantAm,liS,1,,3,p,impv,pass,
liSyante,liS,1,,3,p,pres,pass,
liSyase,liS,1,,2,s,pres,pass,
liSyasva,liS,1,,2,s,impv,pass,
liSyAmahe,liS,1,,1,p,pres,pass,
liSyAmahE,liS,1,,1,p,impv,pass,
liSyAvahe,liS,1,,1,d,pres,pass,
liSyAvahE,liS,1,,1,d,impv,pass,
liSye,liS,1,,1,s,pres,pass,
liSyeta,liS,1,,3,s,opt,pass,
liSyetAm,liS,1,,3,d,impv,pass,
liSyete,liS,1,,3,d,pres,pass,
liSyeTAm,liS,1,,2,d,impv,pass,
liSyeTAs,liS,1,,2,s,opt,pass,
liSyeTe,liS,1,,2,d,pres,pass,
liSyeDvam,liS,1,,2,p,opt,pass,
liSyemahi,liS,1,,1,p,opt,pass,
liSyeya,liS,1,,1,s,opt,pass,
liSyeyAtAm,liS,1,,3,d,opt,pass,
liSyeyATAm,liS,1,,2,d,opt,pass,
liSyeran,liS,1,,3,p,opt,pass,
liSyevahi,liS,1,,1,d,opt,pass,
liSyE,liS,1,,1,s,impv,pass,
lihatAm,lih,1,2,3,p,impv,atma,
lihate,lih,1,2,3,p,pres,atma,
lihanti,lih,1,2,3,p,pres,para,
lihantu,lih,1,2,3,p,impv,para,
lihAtAm,lih,1,2,3,d,impv,atma,
lihAte,lih,1,2,3,d,pres,atma,
lihATAm,lih,1,2,2,d,impv,atma,
lihATe,lih,1,2,2,d,pres,atma,
lihIta,lih,1,2,3,s,opt,atma,
lihITAs,lih,1,2,2,s,opt,atma,
lihIDvam,lih,1,2,2,p,opt,atma,
lihImahi,lih,1,2,1,p,opt,atma,
lihIya,lih,1,2,1,s,opt,atma,
lihIyAtAm,lih,1,2,3,d,opt,atma,
lihIyATAm,lih,1,2,2,d,opt,atma,
lihIran,lih,1,2,3,p,opt,atma,
lihIvahi,lih,1,2,1,d,opt,atma,
lihe,lih,1,2,1,s,pres,atma,
lihmas,lih,1,2,1,p,pres,para,
lihmahe,lih,1,2,1,p,pres,atma,
lihyatAm,lih,1,,3,s,impv,pass,
lihyate,lih,1,,3,s,pres,pass,
lihyaDvam,lih,1,,2,p,impv,pass,
lihyaDve,lih,1,,2,p,pres,pass,
lihyantAm,lih,1,,3,p,impv,pass,
lihyante,lih,1,,3,p,pres,pass,
lihyase,lih,1,,2,s,pres,pass,
lihyasva,lih,1,,2,s,impv,pass,
lihyAt,lih,1,2,3,s,opt,para,
lihyAta,lih,1,2,2,p,opt,para,
lihyAtam,lih,1,2,2,d,opt,para,
lihyAtAm,lih,1,2,3,d,opt,para,
lihyAm,lih,1,2,1,s,opt,para,
lihyAma,lih,1,2,1,p,opt,para,
lihyAmahe,lih,1,,1,p,pres,pass,
lihyAmahE,lih,1,,1,p,impv,pass,
lihyAva,lih,1,2,1,d,opt,para,
lihyAvahe,lih,1,,1,d,pres,pass,
lihyAvahE,lih,1,,1,d,impv,pass,
lihyAs,lih,1,2,2,s,opt,para,
lihyur,lih,1,2,3,p,opt,para,
lihye,lih,1,,1,s,pres,pass,
lihyeta,lih,1,,3,s,opt,pass,
lihyetAm,lih,1,,3,d,impv,pass,
lihyete,lih,1,,3,d,pres,pass,
lihyeTAm,lih,1,,2,d,impv,pass,
lihyeTAs,lih,1,,2,s,opt,pass,
lihyeTe,lih,1,,2,d,pres,pass,
lihyeDvam,lih,1,,2,p,opt,pass,
lihyemahi,lih,1,,1,p,opt,pass,
lihyeya,lih,1,,1,s,opt,pass,
lihyeyAtAm,lih,1,,3,d,opt,pass,
lihyeyATAm,lih,1,,2,d,opt,pass,
lihyeran,lih,1,,3,p,opt,pass,
lihyevahi,lih,1,,1,d,opt,pass,
lihyE,lih,1,,1,s,impv,pass,
lihvas,lih,1,2,1,d,pres,para,
lihvahe,lih,1,2,1,d,pres,atma,
lIQa,lih,1,2,2,p,impv,para,
lIQam,lih,1,2,2,d,impv,para,
lIQas,lih,1,2,3,d,pres,para,
lIQAm,lih,1,2,3,s,impv,atma,
lIQi,lih,1,2,2,s,impv,para,
lIQe,lih,1,2,3,s,pres,atma,
lIQvam,lih,1,2,2,p,impv,atma,
lIQve,lih,1,2,2,p,pres,atma,
lunatAm,lU,1,9,3,p,impv,atma,
lunate,lU,1,9,3,p,pres,atma,
lunanti,lU,1,9,3,p,pres,para,
lunantu,lU,1,9,3,p,impv,para,
lunAtAm,lU,1,9,3,d,impv,atma,
lunAti,lU,1,9,3,s,pres,para,
lunAtu,lU,1,9,3,s,impv,para,
lunAte,lU,1,9,3,d,pres,atma,
lunATAm,lU,1,9,2,d,impv,atma,
lunATe,lU,1,9,2,d,pres,atma,
lunAni,lU,1,9,1,s,impv,para,
lunAma,lU,1,9,1,p,impv,para,
lunAmahE,lU,1,9,1,p,impv,atma,
lunAmi,lU,1,9,1,s,pres,para,
lunAva,lU,1,9,1,d,impv,para,
lunAvahE,lU,1,9,1,d,impv,atma,
lunAsi,lU,1,9,2,s,pres,para,
lunIta,lU,1,9,3,s,opt,atma,
lunItam,lU,1,9,2,d,impv,para,
lunItas,lU,1,9,3,d,pres,para,
lunItAm,lU,1,9,3,s,impv,atma,
lunIte,lU,1,9,3,s,pres,atma,
lunITa,lU,1,9,2,p,pres,para,
lunITas,lU,1,9,2,d,pres,para,
lunITAs,lU,1,9,2,s,opt,atma,
lunIDvam,lU,1,9,2,p,impv,atma,
lunIDve,lU,1,9,2,p,pres,atma,
